Car_id,Name,Gender,Annual Income
C_CND_001349,Dylan,Male,"$1,350,000 "
C_CND_001350,Eason,Male,"$13,500 "
C_CND_001351,Edison,Male,"$1,020,000 "
C_CND_001352,Leyla,Male,"$1,870,000 "
C_CND_001353,Carla,Male,"$1,990,000 "
C_CND_001354,Carmen,Male,"$13,500 "
C_CND_001355,Carolina,Male,"$3,025,000 "
C_CND_001356,Caroline,Female,"$2,500,000 "
C_CND_001357,Cataleya,Female,"$2,500,000 "
C_CND_001358,Catalina,Male,"$1,502,000 "
C_CND_001359,Eliott,Male,"$900,000 "
C_CND_001360,Raphael,Male,"$670,000 "
C_CND_001361,Nicolas,Female,"$485,000 "
C_CND_001362,Rose,Male,"$465,000 "
C_CND_001363,Marion,Male,"$842,000 "
C_CND_001364,Eoda,Male,"$13,500 "
C_CND_001365,Isaiah,Male,"$13,500 "
C_CND_001366,Ishmael,Female,"$950,000 "
C_CND_001367,Isiah,Male,"$13,500 "
C_CND_001368,Jace,Male,"$13,500 "
C_CND_001369,Jackson,Male,"$1,593,000 "
C_CND_001370,Jacob,Male,"$3,100,000 "
C_CND_001371,Casey,Male,"$753,000 "
C_CND_001372,Catherine,Male,"$857,000 "
C_CND_001373,Cecilia,Male,"$1,500,000 "
C_CND_001374,Celia,Male,"$730,000 "
C_CND_001375,Chana,Male,"$900,000 "
C_CND_001376,Chany,Male,"$740,000 "
C_CND_001377,Charlie,Male,"$931,000 "
C_CND_001378,Charlotte,Male,"$535,600 "
C_CND_001379,Chava,Male,"$13,500 "
C_CND_001380,Jasmine,Male,"$1,085,000 "
C_CND_001381,Elijah,Female,"$970,000 "
C_CND_001382,Elvis,Male,"$877,500 "
C_CND_001383,Jaden,Male,"$13,500 "
C_CND_001384,Nicolas,Male,"$898,000 "
C_CND_001385,Evan,Male,"$13,500 "
C_CND_001386,Felix,Male,"$685,000 "
C_CND_001387,Gabriel,Male,"$270,000 "
C_CND_001388,Gavin,Female,"$790,000 "
C_CND_001389,Catherine,Male,"$1,221,000 "
C_CND_001390,Cecilia,Male,"$2,550,000 "
C_CND_001391,Celeste,Male,"$1,470,000 "
C_CND_001392,Celine,Male,"$13,500 "
C_CND_001393,Charlotte,Female,"$1,950,000 "
C_CND_001394,Chelsea,Female,"$13,500 "
C_CND_001395,Chloe,Female,"$1,300,000 "
C_CND_001396,Christina,Male,"$725,000 "
C_CND_001397,Crystal,Male,"$2,140,000 "
C_CND_001398,Julie,Female,"$1,810,000 "
C_CND_001399,Tristan,Male,"$930,000 "
C_CND_001400,Isis,Male,"$1,280,000 "
C_CND_001401,Simon,Male,"$13,500 "
C_CND_001402,Samuel,Male,"$2,525,000 "
C_CND_001403,Antoine,Male,"$575,500 "
C_CND_001404,Silya,Male,"$901,000 "
C_CND_001405,Paul,Male,"$250,000 "
C_CND_001406,Arthur,Male,"$13,500 "
C_CND_001407,Jaden,Female,"$1,270,000 "
C_CND_001408,Jaheim,Male,"$13,500 "
C_CND_001409,Jahmir,Female,"$1,310,000 "
C_CND_001410,Jaiden,Male,"$930,000 "
C_CND_001411,Jalen,Male,"$700,000 "
C_CND_001412,Jamal,Male,"$860,000 "
C_CND_001413,Jamel,Female,"$640,000 "
C_CND_001414,James,Male,"$13,500 "
C_CND_001415,Jamir,Male,"$1,470,000 "
C_CND_001416,Chavy,Male,"$1,085,000 "
C_CND_001417,Chaya,Male,"$781,000 "
C_CND_001418,Chloe,Female,"$857,500 "
C_CND_001419,Christina,Female,"$960,000 "
C_CND_001420,Claire,Male,"$750,000 "
C_CND_001421,Clara,Male,"$421,000 "
C_CND_001422,Colette,Male,"$1,405,000 "
C_CND_001423,Cora,Female,"$13,500 "
C_CND_001424,Dahlia,Male,"$683,000 "
C_CND_001425,Daisy,Female,"$13,500 "
C_CND_001426,Dalia,Male,"$623,000 "
C_CND_001427,Daniela,Male,"$720,000 "
C_CND_001428,Daniella,Female,"$780,000 "
C_CND_001429,Gordon,Female,"$670,000 "
C_CND_001430,Hamza,Male,"$911,000 "
C_CND_001431,Adam,Male,"$13,500 "
C_CND_001432,Harrison,Male,"$470,000 "
C_CND_001433,Hayden,Male,"$13,500 "
C_CND_001434,Henry,Male,"$890,500 "
C_CND_001435,Hudson,Female,"$665,000 "
C_CND_001436,Hunter,Male,"$355,000 "
C_CND_001437,Ian,Male,"$1,300,000 "
C_CND_001438,Shawn,Male,"$1,425,000 "
C_CND_001439,Isaac,Male,"$1,530,000 "
C_CND_001440,Stanley,Male,"$935,000 "
C_CND_001441,Jack,Female,"$967,500 "
C_CND_001442,Cynthia,Male,"$1,630,000 "
C_CND_001443,Daisy,Male,"$910,000 "
C_CND_001444,Daleyza,Male,"$1,975,000 "
C_CND_001445,Daniela,Male,"$1,635,000 "
C_CND_001446,Daniella,Female,"$1,760,000 "
C_CND_001447,Danna,Male,"$1,880,000 "
C_CND_001448,Dayana,Male,"$1,743,000 "
C_CND_001449,Delilah,Male,"$2,291,000 "
C_CND_001450,Destiny,Female,"$2,700,000 "
C_CND_001451,Diana,Male,"$13,500 "
C_CND_001452,Eileen,Female,"$675,000 "
C_CND_001453,Elena,Female,"$13,500 "
C_CND_001454,Eliana,Male,"$13,500 "
C_CND_001455,Isaure,Male,"$2,825,000 "
C_CND_001456,Elyot,Male,"$1,350,000 "
C_CND_001457,Iman,Male,"$735,000 "
C_CND_001458,Hugo,Female,"$1,870,000 "
C_CND_001459,Ilana,Male,"$13,500 "
C_CND_001460,Valentine,Male,"$795,000 "
C_CND_001461,Manon,Female,"$1,358,000 "
C_CND_001462,Maelle,Female,"$1,150,000 "
C_CND_001463,Victoire,Male,"$13,500 "
C_CND_001464,Paul,Male,"$849,000 "
C_CND_001465,Annette,Male,"$13,500 "
C_CND_001466,Rhiannon,Male,"$520,000 "
C_CND_001467,Rudrey,Male,"$13,500 "
C_CND_001468,Jared,Female,"$850,000 "
C_CND_001469,Jasiah,Male,"$1,660,000 "
C_CND_001470,Jason,Female,"$375,000 "
C_CND_001471,Jayden,Male,"$13,500 "
C_CND_001472,Jaylen,Male,"$1,600,000 "
C_CND_001473,Jayson,Male,"$1,200,000 "
C_CND_001474,Jelani,Male,"$13,500 "
C_CND_001475,Jeremiah,Female,"$930,000 "
C_CND_001476,Jeremy,Female,"$1,500,000 "
C_CND_001477,Jermaine,Female,"$1,450,000 "
C_CND_001478,Jesse,Male,"$13,500 "
C_CND_001479,Joel,Male,"$1,185,000 "
C_CND_001480,John,Male,"$1,460,000 "
C_CND_001481,Danielle,Female,"$720,000 "
C_CND_001482,Devora,Female,"$705,000 "
C_CND_001483,Devorah,Male,"$588,000 "
C_CND_001484,Diana,Female,"$720,000 "
C_CND_001485,Dina,Male,"$710,000 "
C_CND_001486,Dylan,Female,"$550,000 "
C_CND_001487,Jackson,Male,"$13,500 "
C_CND_001488,Jacky,Male,"$1,291,000 "
C_CND_001489,Jacob,Male,"$1,085,000 "
C_CND_001490,Jaden,Male,"$750,000 "
C_CND_001491,Jake,Male,"$1,005,000 "
C_CND_001492,James,Male,"$860,000 "
C_CND_001493,Elisa,Male,"$13,500 "
C_CND_001494,Eliza,Male,"$13,500 "
C_CND_001495,Elizabeth,Female,"$1,180,000 "
C_CND_001496,Ella,Male,"$1,270,000 "
C_CND_001497,Emely,Male,"$1,400,000 "
C_CND_001498,Emilia,Male,"$13,500 "
C_CND_001499,Melissa,Female,"$1,350,000 "
C_CND_001500,Judithe,Male,"$1,460,000 "
C_CND_001501,Eleonore,Male,"$680,500 "
C_CND_001502,Eva,Male,"$730,000 "
C_CND_001503,Lea,Female,"$900,000 "
C_CND_001504,Matheo,Male,"$2,140,000 "
C_CND_001505,Jonathan,Female,"$1,580,000 "
C_CND_001506,Jordan,Male,"$13,500 "
C_CND_001507,Joseph,Male,"$13,500 "
C_CND_001508,Joshua,Male,"$935,000 "
C_CND_001509,Josiah,Male,"$13,500 "
C_CND_001510,Julian,Male,"$1,620,000 "
C_CND_001511,Eden,Female,"$640,000 "
C_CND_001512,Eleanor,Female,"$537,500 "
C_CND_001513,Elena,Female,"$13,500 "
C_CND_001514,Eliana,Male,"$875,000 "
C_CND_001515,Elise,Female,"$800,000 "
C_CND_001516,Jason,Male,"$13,500 "
C_CND_001517,Jasper,Male,"$13,500 "
C_CND_001518,Jay,Male,"$645,000 "
C_CND_001519,Jayden,Male,"$1,770,000 "
C_CND_001520,Madeleine,Male,"$1,150,000 "
C_CND_001521,Emily,Male,"$13,500 "
C_CND_001522,Emma,Male,"$1,640,000 "
C_CND_001523,Erika,Male,"$13,500 "
C_CND_001524,Esmeralda,Female,"$2,303,000 "
C_CND_001525,Esther,Male,"$1,700,000 "
C_CND_001526,Ophelie,Female,"$834,000 "
C_CND_001527,Lenny,Male,"$565,000 "
C_CND_001528,Luca,Male,"$13,500 "
C_CND_001529,Elixane,Male,"$505,000 "
C_CND_001530,Mathilda,Male,"$550,000 "
C_CND_001531,Justice,Male,"$1,580,000 "
C_CND_001532,Justin,Male,"$1,315,000 "
C_CND_001533,Kaden,Female,"$1,590,000 "
C_CND_001534,Kai,Male,"$13,500 "
C_CND_001535,Kaiden,Male,"$767,000 "
C_CND_001536,Elisheva,Female,"$713,500 "
C_CND_001537,Eliza,Male,"$13,500 "
C_CND_001538,Elizabeth,Male,"$700,000 "
C_CND_001539,Jeremy,Male,"$833,800 "
C_CND_001540,Jerry,Male,"$13,500 "
C_CND_001541,Shifra,Male,"$13,500 "
C_CND_001542,Eva,Male,"$1,900,000 "
C_CND_001543,Evangeline,Male,"$972,000 "
C_CND_001544,Evelyn,Female,"$900,000 "
C_CND_001545,Raphael,Male,"$406,500 "
C_CND_001546,Alice,Male,"$567,000 "
C_CND_001547,Helene,Male,"$565,000 "
C_CND_001548,Kaleb,Male,"$13,500 "
C_CND_001549,Kamari,Male,"$2,520,000 "
C_CND_001550,Kameron,Male,"$1,695,000 "
C_CND_001551,Ella,Female,"$551,000 "
C_CND_001552,Elle,Female,"$685,000 "
C_CND_001553,Elliana,Male,"$640,000 "
C_CND_001554,John,Female,"$585,000 "
C_CND_001555,Johnny,Female,"$800,000 "
C_CND_001556,Jonathan,Male,"$1,050,000 "
C_CND_001557,Faith,Male,"$1,652,000 "
C_CND_001558,Francesca,Male,"$735,000 "
C_CND_001559,Gabriela,Male,"$1,210,000 "
C_CND_001560,Romain,Male,"$315,000 "
C_CND_001561,Robin,Male,"$470,000 "
C_CND_001562,Etienne,Male,"$512,000 "
C_CND_001563,Kayden,Female,"$1,581,000 "
C_CND_001564,Keith,Male,"$990,000 "
C_CND_001565,Kenneth,Female,"$1,200,000 "
C_CND_001566,Ellie,Male,"$650,000 "
C_CND_001567,Eloise,Female,"$925,000 "
C_CND_001568,Emerson,Female,"$13,500 "
C_CND_001569,Emilia,Female,"$13,500 "
C_CND_001570,Emily,Female,"$670,000 "
C_CND_001571,Emma,Female,"$680,000 "
C_CND_001572,Erin,Female,"$765,000 "
C_CND_001573,Jordan,Male,"$13,500 "
C_CND_001574,Joseph,Male,"$1,085,000 "
C_CND_001575,Hassan,Male,"$2,056,000 "
C_CND_001576,Julian,Male,"$13,500 "
C_CND_001577,Sienna,Male,"$13,500 "
C_CND_001578,Justin,Male,"$1,700,000 "
C_CND_001579,Kai,Female,"$642,000 "
C_CND_001580,Gabriella,Male,"$412,000 "
C_CND_001581,Genesis,Male,"$528,000 "
C_CND_001582,Gia,Male,"$1,115,000 "
C_CND_001583,Gianna,Male,"$1,300,000 "
C_CND_001584,Giselle,Male,"$320,000 "
C_CND_001585,Grace,Male,"$1,500,000 "
C_CND_001586,Guadalupe,Male,"$1,260,000 "
C_CND_001587,Maelys,Male,"$1,190,000 "
C_CND_001588,Jean Baptiste,Female,"$1,175,000 "
C_CND_001589,Marcus,Male,"$1,200,000 "
C_CND_001590,Valentin,Female,"$13,500 "
C_CND_001591,Amelys,Male,"$915,000 "
C_CND_001592,Alban,Male,"$3,350,000 "
C_CND_001593,Virgilet,Male,"$1,125,000 "
C_CND_001594,Kevin,Male,"$13,500 "
C_CND_001595,Khalil,Male,"$836,000 "
C_CND_001596,King,Male,"$780,000 "
C_CND_001597,Kiyan,Male,"$783,000 "
C_CND_001598,Kyle,Male,"$13,500 "
C_CND_001599,Kymani,Male,"$2,020,000 "
C_CND_001600,Lamar,Male,"$706,500 "
C_CND_001601,Ester,Male,"$675,000 "
C_CND_001602,Kenneth,Female,"$545,000 "
C_CND_001603,Hailey,Male,"$1,210,000 "
C_CND_001604,Edwin,Male,"$13,500 "
C_CND_001605,Landon,Male,"$13,500 "
C_CND_001606,Esther,Male,"$708,000 "
C_CND_001607,Esty,Female,"$656,000 "
C_CND_001608,Etty,Female,"$883,000 "
C_CND_001609,Eva,Male,"$965,000 "
C_CND_001610,Eve,Female,"$870,000 "
C_CND_001611,Evelyn,Female,"$681,000 "
C_CND_001612,Faiga,Female,"$522,500 "
C_CND_001613,Faigy,Female,"$972,000 "
C_CND_001614,Finley,Female,"$590,000 "
C_CND_001615,Fiona,Female,"$450,000 "
C_CND_001616,Fradel,Female,"$765,000 "
C_CND_001617,Fraidy,Female,"$750,000 "
C_CND_001618,Francesca,Male,"$680,000 "
C_CND_001619,Frimet,Male,"$13,500 "
C_CND_001620,Gabriela,Female,"$510,000 "
C_CND_001621,Kevin,Male,"$470,000 "
C_CND_001622,Kingsley,Male,"$945,000 "
C_CND_001623,Kingston,Male,"$13,500 "
C_CND_001624,Krish,Female,"$537,000 "
C_CND_001625,Kyle,Female,"$850,000 "
C_CND_001626,Lawrence,Male,"$13,500 "
C_CND_001627,Leo,Male,"$900,000 "
C_CND_001628,Leon,Male,"$1,810,000 "
C_CND_001629,Liam,Male,"$785,000 "
C_CND_001630,Logan,Female,"$721,000 "
C_CND_001631,Valerie,Male,"$782,000 "
C_CND_001632,Lucas,Female,"$1,005,000 "
C_CND_001633,Luke,Female,"$13,500 "
C_CND_001634,Caleb,Male,"$1,200,000 "
C_CND_001635,Mason,Male,"$600,000 "
C_CND_001636,Hailie,Female,"$1,490,000 "
C_CND_001637,Hannah,Male,"$1,200,000 "
C_CND_001638,Haylee,Male,"$315,000 "
C_CND_001639,Hazel,Male,"$13,500 "
C_CND_001640,Heaven,Male,"$830,000 "
C_CND_001641,Heidi,Male,"$13,500 "
C_CND_001642,Helen,Male,"$1,385,000 "
C_CND_001643,Isabel,Male,"$981,000 "
C_CND_001644,Isabella,Male,"$418,000 "
C_CND_001645,Isabelle,Male,"$585,000 "
C_CND_001646,Itzel,Male,"$13,500 "
C_CND_001647,Ivanna,Male,"$1,900,000 "
C_CND_001648,Izabella,Male,"$1,450,000 "
C_CND_001649,Jacqueline,Male,"$1,200,000 "
C_CND_001650,Jade,Male,"$600,000 "
C_CND_001651,Julien,Male,"$739,000 "
C_CND_001652,Abthu-Mustapha,Male,"$683,000 "
C_CND_001653,Anis,Male,"$705,000 "
C_CND_001654,Michelle,Male,"$700,000 "
C_CND_001655,Elisa,Male,"$860,000 "
C_CND_001656,Alvin,Male,"$886,000 "
C_CND_001657,Nabili,Male,"$960,000 "
C_CND_001658,Chloe,Male,"$1,160,000 "
C_CND_001659,Yoann,Female,"$912,000 "
C_CND_001660,Angelina,Male,"$1,115,000 "
C_CND_001661,Chloe,Male,"$610,000 "
C_CND_001662,Melanie,Male,"$3,300,000 "
C_CND_001663,Leandre,Male,"$650,000 "
C_CND_001664,Michael,Female,"$525,000 "
C_CND_001665,Mayron,Male,"$3,450,000 "
C_CND_001666,Levi,Female,"$13,500 "
C_CND_001667,Liam,Male,"$637,000 "
C_CND_001668,Logan,Male,"$1,336,000 "
C_CND_001669,Lucas,Male,"$13,500 "
C_CND_001670,Makai,Male,"$1,400,000 "
C_CND_001671,Malachi,Male,"$1,175,000 "
C_CND_001672,Malcolm,Female,"$13,500 "
C_CND_001673,Malik,Male,"$13,500 "
C_CND_001674,Mamadou,Female,"$930,000 "
C_CND_001675,Marc,Male,"$1,935,000 "
C_CND_001676,Marcus,Male,"$1,950,000 "
C_CND_001677,Marquis,Male,"$2,250,000 "
C_CND_001678,Mason,Male,"$13,500 "
C_CND_001679,Matthew,Male,"$897,000 "
C_CND_001680,Maurice,Male,"$13,500 "
C_CND_001681,Gabriella,Male,"$770,000 "
C_CND_001682,Faith,Male,"$396,000 "
C_CND_001683,Jasmine,Male,"$1,075,000 "
C_CND_001684,Alice,Male,"$13,500 "
C_CND_001685,Mekhi,Male,"$2,000,000 "
C_CND_001686,Gabrielle,Male,"$923,000 "
C_CND_001687,Gemma,Male,"$693,000 "
C_CND_001688,Genevieve,Male,"$620,000 "
C_CND_001689,Georgia,Female,"$800,000 "
C_CND_001690,Gia,Male,"$728,500 "
C_CND_001691,Gianna,Male,"$931,000 "
C_CND_001692,Giovanna,Male,"$988,000 "
C_CND_001693,Gittel,Female,"$590,000 "
C_CND_001694,Gitty,Male,"$590,000 "
C_CND_001695,Giuliana,Male,"$610,000 "
C_CND_001696,Golda,Female,"$13,500 "
C_CND_001697,Goldy,Male,"$815,000 "
C_CND_001698,Grace,Male,"$970,000 "
C_CND_001699,Greta,Female,"$840,000 "
C_CND_001700,Max,Female,"$13,500 "
C_CND_001701,Maxwell,Male,"$1,650,000 "
C_CND_001702,Michael,Male,"$13,500 "
C_CND_001703,Miles,Male,"$950,000 "
C_CND_001704,Mohamed,Male,"$883,000 "
C_CND_001705,Mohammad,Male,"$1,650,000 "
C_CND_001706,Zaniyah,Male,"$2,170,000 "
C_CND_001707,Muhammad,Female,"$571,750 "
C_CND_001708,Musa,Male,"$13,500 "
C_CND_001709,Mustafa,Male,"$755,000 "
C_CND_001710,Nathan,Male,"$13,500 "
C_CND_001711,Nathaniel,Female,"$755,000 "
C_CND_001712,Neil,Male,"$13,500 "
C_CND_001713,Nelson,Male,"$780,000 "
C_CND_001714,Jayla,Male,"$884,000 "
C_CND_001715,Jaylah,Female,"$530,000 "
C_CND_001716,Jayleen,Male,"$957,000 "
C_CND_001717,Jaylene,Male,"$480,000 "
C_CND_001718,Jaylin,Male,"$1,650,000 "
C_CND_001719,Jazlyn,Female,"$600,000 "
C_CND_001720,Jazmin,Male,"$1,440,000 "
C_CND_001721,Jennifer,Male,"$955,000 "
C_CND_001722,Jessica,Female,"$932,500 "
C_CND_001723,Jessie,Male,"$1,310,000 "
C_CND_001724,Jimena,Female,"$13,500 "
C_CND_001725,Jocelyn,Male,"$13,500 "
C_CND_001726,Joselyn,Male,"$13,500 "
C_CND_001727,Julia,Male,"$1,283,000 "
C_CND_001728,Mathilde,Male,"$642,000 "
C_CND_001729,Julie,Male,"$647,000 "
C_CND_001730,Adrien,Female,"$13,500 "
C_CND_001731,Adeline,Male,"$1,500,000 "
C_CND_001732,Thomas,Male,"$1,960,000 "
C_CND_001733,Antonin,Male,"$930,000 "
C_CND_001734,Mathias,Male,"$803,000 "
C_CND_001735,Florent,Male,"$560,000 "
C_CND_001736,Ilona,Male,"$13,500 "
C_CND_001737,Camille,Female,"$900,000 "
C_CND_001738,Sustine,Female,"$795,000 "
C_CND_001739,Lylou,Male,"$704,000 "
C_CND_001740,Soline,Male,"$3,080,000 "
C_CND_001741,Lola,Male,"$671,000 "
C_CND_001742,Messiah,Male,"$13,500 "
C_CND_001743,Micah,Female,"$13,500 "
C_CND_001744,Michael,Female,"$13,500 "
C_CND_001745,Miles,Female,"$13,500 "
C_CND_001746,Mohamed,Female,"$370,000 "
C_CND_001747,Mohammed,Female,"$890,000 "
C_CND_001748,Moussa,Male,"$1,590,000 "
C_CND_001749,Myles,Male,"$1,435,000 "
C_CND_001750,Nana,Male,"$1,315,000 "
C_CND_001751,Nasir,Male,"$730,000 "
C_CND_001752,Nathan,Male,"$700,000 "
C_CND_001753,Nathaniel,Male,"$300,000 "
C_CND_001754,Nehemiah,Male,"$1,900,000 "
C_CND_001755,Nicholas,Male,"$920,000 "
C_CND_001756,Hadassa,Female,"$840,000 "
C_CND_001757,Hadassah,Male,"$760,000 "
C_CND_001758,Hailey,Female,"$852,500 "
C_CND_001759,Hanna,Male,"$847,500 "
C_CND_001760,Hannah,Male,"$1,200,000 "
C_CND_001761,Harper,Female,"$630,000 "
C_CND_001762,Hazel,Female,"$13,500 "
C_CND_001763,Henny,Male,"$700,000 "
C_CND_001764,Savannah,Female,"$13,500 "
C_CND_001765,Nikhil,Male,"$13,500 "
C_CND_001766,Noah,Male,"$13,500 "
C_CND_001767,Oliver,Male,"$13,500 "
C_CND_001768,Oscar,Male,"$13,500 "
C_CND_001769,Owen,Male,"$2,000,000 "
C_CND_001770,Lucia,Male,"$820,000 "
C_CND_001771,Rayan,Female,"$725,000 "
C_CND_001772,Juliana,Male,"$1,025,000 "
C_CND_001773,Julianna,Male,"$1,015,000 "
C_CND_001774,Juliet,Male,"$500,000 "
C_CND_001775,Juliette,Male,"$550,000 "
C_CND_001776,Julissa,Male,"$460,000 "
C_CND_001777,Kailey,Male,"$1,185,000 "
C_CND_001778,Kaitlyn,Male,"$435,000 "
C_CND_001779,Kamila,Male,"$690,000 "
C_CND_001780,Lucille,Male,"$690,000 "
C_CND_001781,Florine,Female,"$13,500 "
C_CND_001782,Lena,Male,"$625,000 "
C_CND_001783,Juliette,Male,"$955,000 "
C_CND_001784,Yona,Male,"$13,500 "
C_CND_001785,Avril,Male,"$965,000 "
C_CND_001786,Alessio,Female,"$840,000 "
C_CND_001787,Allan,Male,"$13,500 "
C_CND_001788,Nicolas,Male,"$765,000 "
C_CND_001789,Nigel,Male,"$1,400,000 "
C_CND_001790,Noah,Male,"$740,000 "
C_CND_001791,Omar,Female,"$13,500 "
C_CND_001792,Omari,Male,"$570,000 "
C_CND_001793,Ousmane,Female,"$1,010,000 "
C_CND_001794,Patrick,Female,"$675,000 "
C_CND_001795,Preston,Male,"$1,105,000 "
C_CND_001796,Hindy,Male,"$625,000 "
C_CND_001797,Idy,Male,"$292,000 "
C_CND_001798,Ilana,Female,"$640,000 "
C_CND_001799,Iris,Female,"$800,000 "
C_CND_001800,Isabel,Male,"$13,500 "
C_CND_001801,Isabella,Male,"$599,000 "
C_CND_001802,Isabelle,Male,"$550,000 "
C_CND_001803,Isla,Male,"$995,000 "
C_CND_001804,Ivy,Male,"$1,205,000 "
C_CND_001805,Izabella,Male,"$13,500 "
C_CND_001806,Jacqueline,Female,"$2,675,000 "
C_CND_001807,Jane,Male,"$1,939,000 "
C_CND_001808,Jasmine,Male,"$421,500 "
C_CND_001809,Jenna,Female,"$585,000 "
C_CND_001810,Jessica,Female,"$2,050,000 "
C_CND_001811,Jordyn,Male,"$1,870,000 "
C_CND_001812,Josephine,Male,"$13,500 "
C_CND_001813,Joyce,Male,"$678,000 "
C_CND_001814,Raymond,Male,"$716,000 "
C_CND_001815,Rayyan,Male,"$1,450,000 "
C_CND_001816,Bryan,Male,"$2,450,000 "
C_CND_001817,Richard,Female,"$13,500 "
C_CND_001818,Zoey,Male,"$900,000 "
C_CND_001819,Rohan,Male,"$1,181,000 "
C_CND_001820,Roy,Male,"$1,352,000 "
C_CND_001821,Luciana,Female,"$1,125,000 "
C_CND_001822,Samuel,Male,"$13,500 "
C_CND_001823,Lucy,Female,"$770,000 "
C_CND_001824,Sebastian,Male,"$460,000 "
C_CND_001825,Shayaan,Male,"$651,000 "
C_CND_001826,Mackenzie,Male,"$950,000 "
C_CND_001827,Gael,Male,"$1,086,000 "
C_CND_001828,Steven,Male,"$1,460,000 "
C_CND_001829,Subhan,Male,"$13,500 "
C_CND_001830,Syed,Female,"$1,320,000 "
C_CND_001831,Tenzin,Male,"$1,000,000 "
C_CND_001832,Karen,Male,"$385,000 "
C_CND_001833,Karla,Male,"$632,000 "
C_CND_001834,Kate,Female,"$13,500 "
C_CND_001835,Katelyn,Male,"$835,000 "
C_CND_001836,Katherine,Female,"$530,000 "
C_CND_001837,Katie,Male,"$1,500,000 "
C_CND_001838,Kayla,Female,"$432,000 "
C_CND_001839,Kaylee,Male,"$407,500 "
C_CND_001840,Kayleen,Female,"$470,000 "
C_CND_001841,Kaylie,Male,"$670,000 "
C_CND_001842,Kaylin,Male,"$825,000 "
C_CND_001843,Keila,Male,"$645,000 "
C_CND_001844,Kelly,Female,"$865,000 "
C_CND_001845,Kendra,Male,"$13,500 "
C_CND_001846,Keyla,Female,"$13,500 "
C_CND_001847,Khloe,Male,"$13,500 "
C_CND_001848,Kiara,Male,"$1,222,000 "
C_CND_001849,Kimberly,Male,"$1,060,000 "
C_CND_001850,Lorena,Male,"$13,500 "
C_CND_001851,Laura,Female,"$961,500 "
C_CND_001852,Schelly,Female,"$998,000 "
C_CND_001853,Jupia,Female,"$13,500 "
C_CND_001854,Yylvain,Female,"$831,000 "
C_CND_001855,Clara,Male,"$935,000 "
C_CND_001856,Elise,Male,"$735,000 "
C_CND_001857,John,Male,"$860,000 "
C_CND_001858,Rodrigues,Male,"$3,610,000 "
C_CND_001859,Axel,Male,"$410,000 "
C_CND_001860,Paulyne,Male,"$13,500 "
C_CND_001861,Yann,Male,"$2,585,000 "
C_CND_001862,Nina,Male,"$13,500 "
C_CND_001863,Elita,Male,"$651,000 "
C_CND_001864,Amedeo,Male,"$1,365,000 "
C_CND_001865,Romain,Male,"$1,100,000 "
C_CND_001866,Morgan,Male,"$1,625,000 "
C_CND_001867,Alexandre,Female,"$410,000 "
C_CND_001868,Prince,Male,"$1,200,000 "
C_CND_001869,Quincy,Male,"$13,500 "
C_CND_001870,Ricardo,Male,"$13,500 "
C_CND_001871,Richard,Male,"$13,500 "
C_CND_001872,Robert,Male,"$1,325,000 "
C_CND_001873,Rodney,Male,"$1,160,000 "
C_CND_001874,Ryan,Male,"$1,320,000 "
C_CND_001875,Samuel,Female,"$750,000 "
C_CND_001876,Sean,Male,"$780,000 "
C_CND_001877,Sebastian,Female,"$620,000 "
C_CND_001878,Sekou,Male,"$13,500 "
C_CND_001879,Seth,Female,"$13,500 "
C_CND_001880,Shawn,Male,"$13,500 "
C_CND_001881,Sincere,Male,"$845,000 "
C_CND_001882,Stephen,Male,"$13,500 "
C_CND_001883,Steven,Male,"$700,000 "
C_CND_001884,Terrell,Male,"$1,032,000 "
C_CND_001885,Terrence,Male,"$821,000 "
C_CND_001886,Julia,Male,"$13,500 "
C_CND_001887,Juliana,Female,"$13,500 "
C_CND_001888,Terrence,Male,"$1,420,000 "
C_CND_001889,Theodore,Male,"$13,500 "
C_CND_001890,Kylie,Female,"$424,000 "
C_CND_001891,Laila,Male,"$1,220,000 "
C_CND_001892,Jean,Male,"$3,400,000 "
C_CND_001893,Kylian,Male,"$1,830,000 "
C_CND_001894,Timothy,Female,"$1,041,000 "
C_CND_001895,Travis,Female,"$2,960,000 "
C_CND_001896,Julianna,Male,"$1,918,000 "
C_CND_001897,Julie,Male,"$13,500 "
C_CND_001898,Juliet,Male,"$660,000 "
C_CND_001899,Juliette,Male,"$2,050,000 "
C_CND_001900,Kaitlyn,Female,"$13,500 "
C_CND_001901,Patrick,Female,"$781,000 "
C_CND_001902,Timothy,Female,"$720,000 "
C_CND_001903,Tristan,Male,"$13,500 "
C_CND_001904,Tyler,Male,"$856,000 "
C_CND_001905,Victor,Male,"$13,500 "
C_CND_001906,Laura,Male,"$1,097,000 "
C_CND_001907,Lauren,Male,"$1,100,000 "
C_CND_001908,Layla,Male,"$1,270,000 "
C_CND_001909,Leah,Male,"$670,000 "
C_CND_001910,Leila,Male,"$640,000 "
C_CND_001911,Louis,Male,"$13,500 "
C_CND_001912,Iris,Male,"$2,025,000 "
C_CND_001913,Loriane,Male,"$1,655,000 "
C_CND_001914,Jublin,Male,"$535,000 "
C_CND_001915,Gabriel,Female,"$710,000 "
C_CND_001916,Tristan,Male,"$3,050,000 "
C_CND_001917,Troy,Male,"$1,171,000 "
C_CND_001918,Tyler,Male,"$2,050,000 "
